$,'',(,),",",.,:,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,SYM,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB,``
0.004642525533890436,0.003714020427112349,0.0,0.0,0.11977715877437325,0.1541318477251625,0.0064995357474466105,0.06870937790157845,0.03064066852367688,0.22098421541318478,0.01021355617455896,0.0009285051067780873,0.2999071494893222,0.18012999071494892,0.01021355617455896,0.003714020427112349,0.052924791086350974,0.3862581244196843,0.0,0.0,0.15134633240482823,0.0009285051067780873,0.004642525533890436,0.15691736304549675,0.039925719591457756,0.11606313834726091,0.0,0.0009285051067780873,0.003714020427112349,0.0,0.0807799442896936,0.0018570102135561746,0.15691736304549675,0.035283194057567316,0.052924791086350974,0.035283194057567316,0.13184772516248838,0.07799442896935933,0.012999071494893221,0.013927576601671309,0.0,0.014856081708449397,0.003714020427112349
0.004310344827586207,0.0017241379310344827,0.0,0.0,0.1146551724137931,0.1456896551724138,0.011206896551724138,0.08017241379310344,0.020689655172413793,0.21810344827586206,0.005172413793103448,0.0034482758620689655,0.2439655172413793,0.20775862068965517,0.0034482758620689655,0.007758620689655172,0.059482758620689656,0.4206896551724138,0.004310344827586207,0.0008620689655172414,0.11724137931034483,0.002586206896551724,0.007758620689655172,0.1206896551724138,0.06293103448275862,0.0896551724137931,0.0017241379310344827,0.0,0.009482758620689655,0.0,0.09741379310344828,0.002586206896551724,0.1646551724137931,0.025,0.03362068965517241,0.04051724137931034,0.1396551724137931,0.07155172413793104,0.013793103448275862,0.025,0.0,0.008620689655172414,0.0017241379310344827
0.0032520325203252032,0.0,0.0,0.0,0.1040650406504065,0.15203252032520326,0.00975609756097561,0.0943089430894309,0.024390243902439025,0.25040650406504067,0.00975609756097561,0.0,0.2739837398373984,0.2040650406504065,0.008130081300813009,0.0032520325203252032,0.046341463414634146,0.4373983739837398,0.004878048780487805,0.0,0.13252032520325202,0.0,0.008130081300813009,0.16341463414634147,0.03008130081300813,0.0959349593495935,0.0016260162601626016,0.0016260162601626016,0.012195121951219513,0.0,0.07804878048780488,0.0008130081300813008,0.14878048780487804,0.04065040650406504,0.04390243902439024,0.032520325203252036,0.15040650406504066,0.06504065040650407,0.02032520325203252,0.014634146341463415,0.0,0.016260162601626018,0.0
0.0,0.0,0.0,0.0,0.14163090128755365,0.15793991416309014,0.004291845493562232,0.09098712446351931,0.02317596566523605,0.2334763948497854,0.005150214592274678,0.0,0.2609442060085837,0.1811158798283262,0.00944206008583691,0.004291845493562232,0.05665236051502146,0.34935622317596565,0.0008583690987124463,0.0,0.1570815450643777,0.0,0.007725321888412017,0.192274678111588,0.03175965665236052,0.13991416309012875,0.004291845493562232,0.0,0.02145922746781116,0.0,0.10042918454935622,0.004291845493562232,0.1742489270386266,0.041201716738197426,0.048068669527897,0.054935622317596564,0.13304721030042918,0.07639484978540773,0.015450643776824034,0.01630901287553648,0.0,0.029184549356223177,0.0
0.007344414379590259,0.007730962504831852,0.0,0.0,0.13258600695786626,0.15809818322381136,0.003865481252415926,0.08581368380363355,0.039427908774642445,0.2342481638964051,0.007344414379590259,0.00038654812524159255,0.2705836876691148,0.15771163509856978,0.00889060688055663,0.006571318129107074,0.042906841901816775,0.41824507151140317,0.0,0.0,0.12330885195206803,0.00038654812524159255,0.006571318129107074,0.17433320448395825,0.03594897564746811,0.13683803633552377,0.004638577502899111,0.001932740626207963,0.013142636258214147,0.0,0.08774642442984151,0.0007730962504831851,0.14843448009277155,0.06494008504058756,0.047158871279474296,0.05025125628140704,0.14456899884035562,0.07962891379976807,0.014302280633938926,0.02705836876691148,0.0,0.015461925009663703,0.007730962504831852
0.0029861888764464353,0.0059723777528928705,0.0,0.0,0.11422172452407615,0.1422172452407615,0.0033594624860022394,0.07876073161627473,0.03135498320268757,0.21873833519970137,0.00933184023889511,0.0,0.23292273236282196,0.1608809257185517,0.0070921985815602835,0.004479283314669653,0.036954087346024636,0.4057484135871594,0.0022396416573348264,0.001866368047779022,0.13101903695408734,0.0003732736095558044,0.005225830533781261,0.1422172452407615,0.04703247480403135,0.10078387458006718,0.003732736095558044,0.0007465472191116088,0.006718924972004479,0.0,0.10302351623740201,0.0007465472191116088,0.15640164240388205,0.05711086226203808,0.03882045539380366,0.03546099290780142,0.11683463979096678,0.07726763717805152,0.011571481896229937,0.010451661067562523,0.0003732736095558044,0.014557670772676373,0.0059723777528928705
0.0008764241893076249,0.0017528483786152498,0.0,0.0,0.1371603856266433,0.14636283961437335,0.031113058720420684,0.11305872042068361,0.024539877300613498,0.2572304995617879,0.010517090271691499,0.0008764241893076249,0.24452234881682736,0.19412795793163892,0.006134969325153374,0.004820333041191937,0.03155127081507449,0.41148115687992987,0.0056967572304995615,0.0,0.11787905346187555,0.0013146362839614374,0.008764241893076249,0.15950920245398773,0.029360210341805432,0.1437335670464505,0.0035056967572304996,0.00043821209465381246,0.014022787028921999,0.0,0.06573181419807186,0.0026292725679228747,0.12927256792287467,0.08501314636283962,0.04995617879053462,0.039000876424189306,0.11393514460999124,0.07142857142857142,0.017090271691498685,0.011393514460999123,0.0,0.014899211218229623,0.0017528483786152498
0.004120879120879121,0.0009157509157509158,0.0,0.0,0.11721611721611722,0.10943223443223443,0.0260989010989011,0.09340659340659341,0.03708791208791209,0.2893772893772894,0.007326007326007326,0.0009157509157509158,0.3228021978021978,0.16575091575091574,0.005494505494505495,0.0009157509157509158,0.038461538461538464,0.4217032967032967,0.0,0.0,0.13553113553113552,0.0018315018315018315,0.007326007326007326,0.14835164835164835,0.03891941391941392,0.1510989010989011,0.0027472527472527475,0.0004578754578754579,0.012362637362637362,0.0009157509157509158,0.07646520146520147,0.0009157509157509158,0.1446886446886447,0.07463369963369963,0.0521978021978022,0.05815018315018315,0.12133699633699634,0.08379120879120878,0.02152014652014652,0.023351648351648352,0.0,0.017857142857142856,0.0009157509157509158
0.002253944402704733,0.0101427498121713,0.0,0.0,0.1446280991735537,0.1487603305785124,0.0015026296018031556,0.09992486851990984,0.03343350864012021,0.26408715251690457,0.008264462809917356,0.002253944402704733,0.2693463561232156,0.17092411720510894,0.011269722013523666,0.002629601803155522,0.03906836964688205,0.3970698722764838,0.0007513148009015778,0.0,0.13561232156273478,0.0007513148009015778,0.004883546205860256,0.17167543200601051,0.02629601803155522,0.1450037565740045,0.007137490608564989,0.0018782870022539444,0.011645379413974455,0.0,0.09767092411720511,0.0015026296018031556,0.15965439519158528,0.09090909090909091,0.04996243425995492,0.048835462058602556,0.11194590533433509,0.07400450788880542,0.012772351615326822,0.0236664162283997,0.0,0.022539444027047332,0.0101427498121713
0.0024902170046246885,0.006759160441124155,0.0,0.0,0.11028103877623621,0.1632870864461046,0.0035574528637495554,0.07968694414799003,0.02170046246887229,0.2184276058342227,0.009249377445748844,0.0003557452863749555,0.23585912486659552,0.17502668089647813,0.0064034151547491995,0.005691924581999288,0.04909284951974386,0.384204909284952,0.0010672358591248667,0.0,0.11099252934898612,0.0017787264318747777,0.005336179295624333,0.1768054073283529,0.04731412308786909,0.11099252934898612,0.0035574528637495554,0.000711490572749911,0.008537886872998933,0.0,0.09142653859836357,0.001422981145499822,0.16435432230522945,0.06865884027036642,0.04980434009249377,0.03948772678762007,0.11881892564923514,0.09747420846673782,0.01031661330487371,0.017787264318747775,0.0003557452863749555,0.02063322660974742,0.006759160441124155
